message,symbols,fixed attribute values
"(12, 15, 9, 6, 6, 0)","{9, 12, 6, 15}","('_', 2, 1, 2, 0)"
"(12, 15, 9, 9, 6, 0)","{9, 12, 6, 15}","(3, 2, 1, 2, 3)"
"(12, 15, 9, 9, 9, 0)","{9, 12, 15}","('_', 2, 1, 2, '_')"
"(12, 15, 9, 9, 15, 0)","{9, 12, 15}","(2, 2, 1, 2, 3)"
"(12, 15, 12, 4, 4, 0)","{12, 4, 15}","(3, 2, 1, 0, '_')"
"(12, 15, 12, 8, 4, 0)","{8, 12, 4, 15}","(3, 2, 1, 0, 2)"
"(12, 15, 12, 12, 15, 0)","{12, 15}","(1, 2, 1, '_', 0)"
"(12, 15, 12, 13, 8, 0)","{8, 12, 13, 15}","(2, 2, 1, 0, 1)"
"(12, 15, 12, 15, 9, 0)","{9, 12, 15}","(3, 2, 1, 2, 2)"
"(12, 15, 12, 15, 12, 0)","{12, 15}","(1, 2, 1, '_', 2)"
"(12, 15, 12, 15, 15, 0)","{12, 15}","('_', 2, 1, '_', 0)"
"(12, 15, 13, 15, 15, 0)","{12, 13, 15}","(2, 2, 1, '_', 2)"
"(12, 15, 15, 4, 4, 0)","{12, 4, 15}","(3, 2, 1, 0, '_')"
"(12, 15, 15, 4, 12, 0)","{12, 4, 15}","(3, 2, 1, '_', 0)"
"(12, 15, 15, 4, 15, 0)","{12, 4, 15}","(3, 2, 1, 0, '_')"
"(12, 15, 15, 9, 6, 0)","{9, 12, 6, 15}","(1, 2, 1, 2, 3)"
"(12, 15, 15, 12, 12, 0)","{12, 15}","(0, 2, 1, '_', 1)"
"(12, 15, 15, 12, 15, 0)","{12, 15}","(1, 2, 1, '_', 0)"
"(12, 15, 15, 15, 4, 0)","{12, 4, 15}","(3, 2, 1, '_', '_')"
"(12, 15, 15, 15, 6, 0)","{12, 6, 15}","(3, 2, 1, '_', 3)"
"(12, 15, 15, 15, 12, 0)","{12, 15}","('_', 2, 1, '_', 2)"
"(12, 15, 15, 15, 15, 0)","{12, 15}","('_', 2, 1, '_', '_')"
"(13, 1, 1, 1, 1, 0)","{1, 13}","(2, 0, 1, '_', 3)"
"(13, 7, 13, 13, 7, 0)","{13, 7}","(2, '_', '_', '_', 2)"
"(13, 8, 4, 12, 12, 0)","{8, 12, 4, 13}","('_', '_', '_', '_', 2)"
"(13, 9, 12, 12, 12, 0)","{9, 12, 13}","('_', '_', '_', '_', 2)"
"(13, 9, 13, 12, 12, 0)","{9, 12, 13}","('_', '_', '_', '_', 2)"
"(13, 13, 12, 12, 12, 0)","{12, 13}","('_', '_', '_', '_', 2)"
"(13, 13, 13, 12, 12, 0)","{12, 13}","(2, '_', '_', '_', 2)"
"(13, 13, 13, 13, 13, 0)",{13},"(2, '_', '_', '_', '_')"
"(13, 13, 13, 15, 12, 0)","{12, 13, 15}","(2, '_', '_', '_', 2)"
"(14, 1, 1, 1, 1, 0)","{1, 14}","('_', 0, '_', 1, '_')"
"(14, 1, 1, 6, 1, 0)","{1, 14, 6}","(3, 0, 0, 1, 1)"
"(14, 1, 6, 1, 1, 0)","{1, 14, 6}","(1, 0, 0, 1, 2)"
"(14, 1, 14, 1, 1, 0)","{1, 14}","(2, 0, 0, 1, 2)"
"(14, 2, 2, 2, 2, 0)","{2, 14}","('_', 1, '_', 1, '_')"
"(14, 2, 2, 2, 3, 0)","{2, 3, 14}","(2, 1, 0, 1, 3)"
"(14, 2, 2, 3, 2, 0)","{2, 3, 14}","(2, 1, 0, 1, 2)"
"(14, 2, 3, 2, 2, 0)","{2, 3, 14}","(0, 1, 0, 1, 1)"
"(14, 2, 12, 2, 2, 0)","{2, 12, 14}","(3, '_', 1, 1, 2)"
"(14, 2, 14, 2, 2, 0)","{2, 14}","(0, 1, 0, 1, 2)"
"(14, 3, 2, 2, 2, 0)","{2, 3, 14}","(0, 1, 0, 1, '_')"
"(14, 3, 2, 2, 3, 0)","{2, 3, 14}","(1, 1, 0, 1, '_')"
"(14, 3, 2, 3, 2, 0)","{2, 3, 14}","(3, 1, 0, 1, 3)"
"(14, 3, 2, 3, 3, 0)","{2, 3, 14}","(1, 1, 0, 1, '_')"
"(14, 3, 3, 3, 2, 0)","{2, 3, 14}","(2, 1, 0, 1, '_')"
"(14, 3, 3, 3, 3, 0)","{3, 14}","('_', '_', 0, 1, '_')"
"(14, 3, 3, 3, 8, 0)","{8, 3, 14}","('_', 3, 0, 1, 0)"
"(14, 3, 3, 8, 3, 0)","{8, 3, 14}","(2, 3, 0, 1, 1)"
"(14, 3, 3, 8, 8, 0)","{8, 3, 14}","('_', 3, 0, 1, 2)"
"(14, 3, 3, 14, 14, 0)","{3, 14}","(1, '_', 0, 1, 0)"
"(14, 3, 6, 1, 1, 0)","{1, 3, 14, 6}","(0, 0, 0, 1, 1)"
"(14, 3, 6, 6, 1, 0)","{1, 3, 14, 6}","(2, 0, 0, 1, 0)"
"(14, 3, 14, 3, 3, 0)","{3, 14}","('_', '_', 0, 1, '_')"
"(14, 3, 14, 14, 14, 0)","{3, 14}","(1, '_', 0, 1, 0)"
"(14, 3, 15, 3, 15, 0)","{3, 14, 15}","(2, 2, 0, 1, 1)"
"(14, 3, 15, 15, 15, 0)","{3, 14, 15}","('_', 2, 0, 1, 1)"
"(14, 4, 3, 3, 8, 0)","{8, 3, 4, 14}","(2, 3, 0, 1, 1)"
"(14, 4, 14, 3, 14, 0)","{3, 4, 14}","(0, '_', 0, 1, '_')"
"(14, 4, 14, 7, 7, 0)","{4, 14, 7}","(3, '_', 2, 1, 1)"
"(14, 4, 14, 8, 8, 0)","{8, 4, 14}","('_', 3, '_', 1, '_')"
"(14, 4, 14, 12, 14, 0)","{4, 12, 14}","('_', 2, 1, 1, 1)"
"(14, 4, 14, 13, 14, 0)","{4, 13, 14}","(2, '_', '_', 1, 3)"
"(14, 4, 14, 14, 3, 0)","{3, 4, 14}","(2, '_', 0, 1, 3)"
"(14, 4, 14, 14, 7, 0)","{4, 14, 7}","(2, '_', 2, 1, 3)"
"(14, 4, 14, 14, 11, 0)","{11, 4, 14}","(3, '_', '_', 1, '_')"
"(14, 4, 14, 14, 14, 0)","{4, 14}","('_', '_', '_', 1, '_')"
"(14, 4, 15, 14, 15, 0)","{4, 14, 15}","(0, 2, '_', 1, 1)"
"(14, 4, 15, 15, 15, 0)","{4, 14, 15}","('_', 2, '_', 1, '_')"
"(14, 6, 1, 1, 1, 0)","{1, 14, 6}","('_', 0, 0, 1, '_')"
"(14, 6, 6, 1, 1, 0)","{1, 14, 6}","('_', 0, 0, 1, 1)"
"(14, 6, 14, 1, 1, 0)","{1, 14, 6}","('_', 0, 0, 1, 1)"
"(14, 7, 7, 7, 7, 0)","{14, 7}","(3, '_', 2, 1, '_')"
"(14, 8, 8, 8, 8, 0)","{8, 14}","('_', 3, '_', 1, '_')"
"(14, 10, 10, 10, 10, 0)","{10, 14}","(1, '_', 3, 1, 2)"
"(14, 12, 14, 2, 2, 0)","{2, 12, 14}","('_', 1, 1, 1, '_')"
"(14, 12, 14, 14, 12, 0)","{12, 14}","(3, '_', 1, 1, '_')"
"(14, 12, 14, 14, 14, 0)","{12, 14}","(3, '_', 1, 1, '_')"
"(14, 13, 13, 7, 14, 0)","{13, 14, 7}","(2, '_', 2, 1, 3)"
"(14, 14, 1, 1, 1, 0)","{1, 14}","('_', 0, 0, 1, '_')"
"(14, 14, 1, 6, 1, 0)","{1, 14, 6}","(0, 0, 0, 1, 1)"
"(14, 14, 1, 14, 1, 0)","{1, 14}","(0, 0, 1, 1, 1)"
"(14, 14, 2, 2, 2, 0)","{2, 14}","(1, 1, 0, 1, '_')"
"(14, 14, 2, 2, 3, 0)","{2, 3, 14}","(1, 1, 0, 1, 1)"
"(14, 14, 2, 3, 2, 0)","{2, 3, 14}","(2, 1, 0, 1, 3)"
"(14, 14, 3, 2, 2, 0)","{2, 3, 14}","(2, 1, 0, 1, '_')"
"(14, 14, 3, 3, 3, 0)","{3, 14}","('_', '_', 0, 1, '_')"
"(14, 14, 3, 3, 8, 0)","{8, 3, 14}","('_', 3, 0, 1, '_')"
"(14, 14, 3, 3, 14, 0)","{3, 14}","(1, '_', 0, 1, '_')"
"(14, 14, 3, 8, 8, 0)","{8, 3, 14}","(3, 3, 0, 1, 3)"
"(14, 14, 4, 14, 8, 0)","{8, 4, 14}","(1, 3, '_', 1, 3)"
"(14, 14, 4, 14, 14, 0)","{4, 14}","('_', '_', '_', 1, 2)"
"(14, 14, 6, 1, 1, 0)","{1, 14, 6}","(2, 0, 0, 1, '_')"
"(14, 14, 6, 6, 1, 0)","{1, 14, 6}","('_', 0, 0, 1, 1)"
"(14, 14, 7, 7, 7, 0)","{14, 7}","(2, '_', 2, 1, '_')"
"(14, 14, 7, 7, 14, 0)","{14, 7}","(3, '_', 2, 1, 3)"
"(14, 14, 8, 8, 8, 0)","{8, 14}","('_', 3, '_', 1, 3)"
"(14, 14, 12, 14, 14, 0)","{12, 14}","(3, '_', 1, 1, '_')"
"(14, 14, 13, 14, 14, 0)","{13, 14}","(2, '_', '_', 1, 1)"
"(14, 14, 14, 1, 1, 0)","{1, 14}","('_', 0, 0, 1, 2)"
"(14, 14, 14, 1, 6, 0)","{1, 14, 6}","(1, 0, 0, 1, 1)"
"(14, 14, 14, 3, 3, 0)","{3, 14}","('_', '_', 0, 1, '_')"
"(14, 14, 14, 3, 8, 0)","{8, 3, 14}","(1, 3, 0, 1, 1)"
"(14, 14, 14, 3, 14, 0)","{3, 14}","(2, '_', 0, 1, 2)"
"(14, 14, 14, 4, 14, 0)","{4, 14}","(2, '_', '_', 1, '_')"
"(14, 14, 14, 7, 7, 0)","{14, 7}","(2, '_', '_', 1, '_')"
"(14, 14, 14, 8, 7, 0)","{8, 14, 7}","(1, 3, '_', 1, 3)"
"(14, 14, 14, 8, 8, 0)","{8, 14}","('_', 3, '_', 1, 3)"
"(14, 14, 14, 10, 11, 0)","{10, 11, 14}","(1, 3, '_', 1, 2)"
"(14, 14, 14, 11, 12, 0)","{11, 12, 14}","(3, '_', '_', 1, 3)"
"(14, 14, 14, 12, 12, 0)","{12, 14}","(0, '_', 1, 1, 0)"
"(14, 14, 14, 12, 14, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(14, 14, 14, 14, 2, 0)","{2, 14}","(2, 1, 0, 1, 3)"
"(14, 14, 14, 14, 3, 0)","{3, 14}","('_', '_', 0, 1, '_')"
"(14, 14, 14, 14, 4, 0)","{4, 14}","(3, '_', '_', 1, 2)"
"(14, 14, 14, 14, 7, 0)","{14, 7}","('_', '_', '_', 1, 0)"
"(14, 14, 14, 14, 12, 0)","{12, 14}","('_', '_', 1, 1, 3)"
"(14, 14, 14, 14, 14, 0)",{14},"('_', '_', '_', 1, '_')"
"(14, 14, 14, 14, 15, 0)","{14, 15}","('_', 2, '_', 1, '_')"
"(14, 14, 14, 15, 15, 0)","{14, 15}","('_', 2, '_', 1, 0)"
"(14, 14, 15, 14, 14, 0)","{14, 15}","(1, 2, '_', 1, '_')"
"(14, 14, 15, 14, 15, 0)","{14, 15}","(1, 2, 0, 1, 2)"
"(14, 14, 15, 15, 14, 0)","{14, 15}","(1, 2, '_', 1, '_')"
"(14, 14, 15, 15, 15, 0)","{14, 15}","('_', 2, '_', 1, '_')"
"(14, 15, 3, 15, 15, 0)","{3, 14, 15}","(3, 2, 0, 1, 1)"
"(14, 15, 4, 3, 15, 0)","{3, 4, 14, 15}","(3, 2, 0, 1, 1)"
"(14, 15, 4, 15, 14, 0)","{4, 14, 15}","('_', 2, 0, 1, 1)"
"(14, 15, 4, 15, 15, 0)","{4, 14, 15}","('_', 2, 0, 1, '_')"
"(14, 15, 14, 3, 15, 0)","{3, 14, 15}","(1, 2, 0, 1, '_')"
"(14, 15, 15, 3, 15, 0)","{3, 14, 15}","('_', 2, 0, 1, 0)"
"(14, 15, 15, 14, 3, 0)","{3, 14, 15}","('_', 2, 0, 1, 1)"
"(14, 15, 15, 15, 3, 0)","{3, 14, 15}","(3, 2, 0, 1, '_')"
"(14, 15, 15, 15, 14, 0)","{14, 15}","(2, 2, 0, 1, 2)"
"(14, 15, 15, 15, 15, 0)","{14, 15}","('_', 2, 0, 1, '_')"
"(15, 3, 3, 4, 3, 0)","{3, 4, 15}","('_', 2, 0, 0, 0)"
"(15, 3, 3, 15, 3, 0)","{3, 15}","(2, 2, 0, 2, '_')"
"(15, 3, 3, 15, 15, 0)","{3, 15}","(1, 2, 0, '_', 1)"
"(15, 3, 4, 15, 4, 0)","{3, 4, 15}","(2, 2, 0, 0, 1)"
"(15, 3, 15, 4, 15, 0)","{3, 4, 15}","(3, 2, 0, 0, 3)"
"(15, 3, 15, 15, 15, 0)","{3, 15}","(3, 2, 0, 1, 3)"
"(15, 4, 4, 4, 4, 0)","{4, 15}","('_', 2, '_', 0, '_')"
"(15, 4, 4, 4, 8, 0)","{8, 4, 15}","(2, 2, '_', 0, 3)"
"(15, 4, 4, 4, 10, 0)","{10, 4, 15}","(3, 2, 3, 0, 0)"
"(15, 4, 4, 4, 15, 0)","{4, 15}","('_', 2, '_', 0, 3)"
"(15, 4, 4, 8, 4, 0)","{8, 4, 15}","('_', 2, '_', 0, 1)"
"(15, 4, 4, 10, 4, 0)","{10, 4, 15}","('_', 2, 3, 0, '_')"
"(15, 4, 4, 15, 4, 0)","{4, 15}","('_', 2, '_', 0, '_')"
"(15, 4, 7, 15, 7, 0)","{4, 7, 15}","(0, 2, 2, '_', 1)"
"(15, 4, 8, 4, 4, 0)","{8, 4, 15}","(3, 2, '_', 0, 1)"
"(15, 4, 10, 4, 4, 0)","{10, 4, 15}","('_', 2, 3, 0, '_')"
"(15, 4, 10, 4, 15, 0)","{10, 4, 15}","(0, 2, 3, '_', 0)"
"(15, 4, 12, 4, 4, 0)","{4, 12, 15}","('_', 2, '_', 0, '_')"
"(15, 4, 15, 4, 4, 0)","{4, 15}","('_', 2, '_', '_', '_')"
"(15, 4, 15, 4, 10, 0)","{10, 4, 15}","(0, 2, 3, 0, 0)"
"(15, 4, 15, 4, 15, 0)","{4, 15}","('_', 2, '_', '_', '_')"
"(15, 4, 15, 7, 7, 0)","{4, 7, 15}","(3, 2, 2, '_', 1)"
"(15, 4, 15, 7, 15, 0)","{4, 7, 15}","(3, 2, 2, '_', '_')"
"(15, 4, 15, 15, 4, 0)","{4, 15}","('_', 2, '_', '_', 2)"
"(15, 4, 15, 15, 15, 0)","{4, 15}","('_', 2, '_', '_', '_')"
"(15, 5, 5, 5, 5, 0)","{5, 15}","('_', 2, '_', 3, '_')"
"(15, 7, 7, 7, 7, 0)","{7, 15}","(3, 2, 2, '_', 3)"
"(15, 7, 15, 15, 15, 0)","{7, 15}","(2, 2, 2, 2, 0)"
"(15, 9, 6, 6, 15, 0)","{9, 6, 15}","(0, 2, 0, 2, 1)"
"(15, 9, 9, 6, 6, 0)","{9, 6, 15}","('_', 2, 1, 2, 2)"
"(15, 9, 9, 9, 6, 0)","{9, 6, 15}","(2, 2, 1, 2, 1)"
"(15, 9, 9, 9, 9, 0)","{9, 15}","(1, 2, 1, 2, '_')"
"(15, 9, 9, 15, 15, 0)","{9, 15}","(0, 2, 1, 2, 0)"
"(15, 9, 15, 9, 9, 0)","{9, 15}","(2, 2, 1, 2, 1)"
"(15, 9, 15, 15, 15, 0)","{9, 15}","('_', 2, '_', 2, 3)"
"(15, 10, 4, 4, 4, 0)","{10, 4, 15}","(2, 2, 3, 0, '_')"
"(15, 10, 4, 10, 4, 0)","{10, 4, 15}","('_', 2, 3, 0, 3)"
"(15, 10, 10, 10, 4, 0)","{10, 4, 15}","(2, 2, 3, 0, '_')"
"(15, 10, 10, 10, 10, 0)","{10, 15}","(2, 2, 3, 0, 2)"
"(15, 10, 10, 15, 10, 0)","{10, 15}","(0, 2, 3, '_', 3)"
"(15, 10, 15, 10, 10, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(15, 10, 15, 10, 15, 0)","{10, 15}","(2, 2, 3, 2, 2)"
"(15, 10, 15, 15, 10, 0)","{10, 15}","('_', 2, 3, 2, 1)"
"(15, 10, 15, 15, 15, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(15, 13, 13, 15, 13, 0)","{13, 15}","(2, 2, '_', '_', 2)"
"(15, 13, 15, 15, 15, 0)","{13, 15}","(2, 2, '_', '_', 2)"
"(15, 14, 15, 15, 15, 0)","{14, 15}","('_', 2, '_', 1, '_')"
"(15, 15, 3, 15, 3, 0)","{3, 15}","(1, 2, 0, '_', '_')"
"(15, 15, 3, 15, 4, 0)","{3, 4, 15}","(1, 2, 0, 0, 3)"
"(15, 15, 3, 15, 15, 0)","{3, 15}","(2, 2, 0, '_', '_')"
"(15, 15, 4, 3, 4, 0)","{3, 4, 15}","('_', 2, 0, 0, 3)"
"(15, 15, 4, 4, 4, 0)","{4, 15}","('_', 2, '_', 0, 3)"
"(15, 15, 4, 4, 15, 0)","{4, 15}","(2, 2, 0, 0, '_')"
"(15, 15, 4, 10, 4, 0)","{10, 4, 15}","('_', 2, 3, 0, 3)"
"(15, 15, 4, 10, 10, 0)","{10, 4, 15}","(2, 2, 3, 0, 1)"
"(15, 15, 4, 15, 4, 0)","{4, 15}","('_', 2, 0, '_', '_')"
"(15, 15, 4, 15, 15, 0)","{4, 15}","('_', 2, '_', '_', 0)"
"(15, 15, 5, 5, 5, 0)","{5, 15}","(1, 2, '_', 3, '_')"
"(15, 15, 5, 5, 15, 0)","{5, 15}","(3, 2, 0, 3, 2)"
"(15, 15, 5, 15, 5, 0)","{5, 15}","(2, 2, '_', '_', '_')"
"(15, 15, 5, 15, 15, 0)","{5, 15}","('_', 2, 0, 3, 2)"
"(15, 15, 7, 7, 4, 0)","{7, 4, 15}","(2, 2, 2, '_', 2)"
"(15, 15, 9, 6, 6, 0)","{9, 6, 15}","('_', 2, 1, 2, 3)"
"(15, 15, 9, 9, 6, 0)","{9, 6, 15}","('_', 2, 1, 2, 0)"
"(15, 15, 9, 9, 9, 0)","{9, 15}","(1, 2, '_', 2, '_')"
"(15, 15, 9, 15, 15, 0)","{9, 15}","(3, 2, 1, 2, 3)"
"(15, 15, 10, 4, 4, 0)","{10, 4, 15}","(1, 2, 3, 0, 3)"
"(15, 15, 10, 4, 10, 0)","{10, 4, 15}","(0, 2, 3, 0, 3)"
"(15, 15, 10, 10, 4, 0)","{10, 4, 15}","(2, 2, 3, 0, '_')"
"(15, 15, 10, 10, 10, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(15, 15, 10, 15, 15, 0)","{10, 15}","('_', 2, 3, '_', 0)"
"(15, 15, 12, 15, 15, 0)","{12, 15}","(1, 2, 1, '_', 2)"
"(15, 15, 14, 15, 15, 0)","{14, 15}","('_', 2, 0, 1, 2)"
"(15, 15, 15, 3, 6, 0)","{3, 6, 15}","(1, 2, 0, 2, 1)"
"(15, 15, 15, 3, 15, 0)","{3, 15}","('_', 2, 0, 2, '_')"
"(15, 15, 15, 4, 4, 0)","{4, 15}","(2, 2, 0, 0, '_')"
"(15, 15, 15, 4, 15, 0)","{4, 15}","(1, 2, '_', '_', '_')"
"(15, 15, 15, 5, 5, 0)","{5, 15}","('_', 2, 0, 3, '_')"
"(15, 15, 15, 6, 15, 0)","{6, 15}","(3, 2, 1, 2, 3)"
"(15, 15, 15, 9, 6, 0)","{9, 6, 15}","('_', 2, 1, 2, 1)"
"(15, 15, 15, 9, 9, 0)","{9, 15}","(3, 2, 1, 2, 0)"
"(15, 15, 15, 10, 15, 0)","{10, 15}","(3, 2, 3, 2, '_')"
"(15, 15, 15, 15, 3, 0)","{3, 15}","('_', 2, 0, '_', '_')"
"(15, 15, 15, 15, 4, 0)","{4, 15}","('_', 2, '_', '_', 3)"
"(15, 15, 15, 15, 5, 0)","{5, 15}","(2, 2, 0, 3, 2)"
"(15, 15, 15, 15, 7, 0)","{7, 15}","(3, 2, 2, '_', 2)"
"(15, 15, 15, 15, 9, 0)","{9, 15}","('_', 2, 1, 2, 1)"
"(15, 15, 15, 15, 10, 0)","{10, 15}","(0, 2, 3, '_', 3)"
"(15, 15, 15, 15, 14, 0)","{14, 15}","(1, 2, '_', '_', 2)"
"(15, 15, 15, 15, 15, 0)",{15},"('_', 2, '_', '_', '_')"
